reference_id,entity_id,claim_id,rank,property_id,datatype,datavalue,entity_label,entity_label_lan,property_label,property_label_lan,object_label,object_label_lan
390d6c6e68a32e11f8d7b0883cda0557db529fe6,Q5512528,Q5512528$81E8AD02-28AF-4AE3-8ACD-047C30B40B01,normal,P20,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 42564069, 'id': 'Q42564069'}, 'type': 'wikibase-entityid'}",G. V. Raja,en,place of death,en,Kullu Valley,en
49b9aec8e10815611ff0379a34d5fd7c3830566e,Q12149940,Q12149940$C9FE5F0C-78FD-4ECE-B1C2-16A763B8ED4E,normal,P140,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1546359, 'id': 'Q1546359'}, 'type': 'wikibase-entityid'}",Sebastian Sabol,en,religion,en,Greek catholic church,en
ab3e9ada7246257ffbfb86fa90a54f25e45a704e,Q583556,Q583556$929DCD2F-3B4A-41B5-89E7-EEC549077834,normal,P740,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 123709, 'id': 'Q123709'}, 'type': 'wikibase-entityid'}",Average White Band,en,location of formation,en,Dundee,en
ab3e9ada7246257ffbfb86fa90a54f25e45a704e,Q583556,Q583556$2AD75C92-953E-47CB-93A6-D082674F4231,normal,P2031,time,"{'value': {'time': '+1972-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Average White Band,en,work period (start),en,1972,en
76b04346ad57869d9e5ae1007ba8343d708ab6f9,Q7586053,Q7586053$AD344012-A522-4A8A-AF64-16F859E2EA9A,normal,P2031,time,"{'value': {'time': '+1983-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Yutaka Higuchi,en,work period (start),en,1983,en
1ee71b39caf6df395c64b436fea4895692812d38,Q5289513,Q5289513$B0532490-8FEC-4744-9D74-61238B633898,normal,P2031,time,"{'value': {'time': '+1994-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Dolores Delirio,en,work period (start),en,1994,en
e64fd9c459103a82eaf95b7a99f23687b895a15e,Q12633735,Q12633735$6AD884D6-9A87-4AAF-ABEB-24F6EC256679,normal,P2031,time,"{'value': {'time': '+2008-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Josip Bilinovac,en,work period (start),en,2008,en
9d3888688b4b18f5fee86aa6f9817b6d49cc2587,Q875232,Q875232$2D10C898-1A44-4F06-9B72-473F20BA1DCD,normal,P2043,quantity,"{'value': {'amount': '+26.996', 'unit': 'http://www.wikidata.org/entity/Q253276'}, 'type': 'quantity'}",Alabama State Route 145,en,length,en,26.996 mile,en
e4aabacd7b80c069d157823198280f5047c81532,Q7858261,Q7858261$8FEA5AAE-4D50-487E-A2E3-911D18AF7AB1,normal,P585,time,"{'value': {'time': '+1941-07-18T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Twin Pimples raid,en,point in time,en,18/07/1941,en
e8bca817517f1636f8d6d61656331b257ed66064,Q7227923,Q7227923$EFFB6029-2CE3-4392-9338-B57B2D5BEA6C,normal,P175,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 3595530, 'id': 'Q3595530'}, 'type': 'wikibase-entityid'}",Ponniyin Selvan,en,performer,en,Vidyasagar,en
2ecb2518bc116ca7cb6b48a2a949f1343d1a3808,Q27041785,Q27041785$DCF8C3E4-E0A3-4D62-BEF5-5AFED48A168B,normal,P1346,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 20750771, 'id': 'Q20750771'}, 'type': 'wikibase-entityid'}",2016–17 Alpe Adria Cup,en,winner,en,MBK Rieker Komárno,en
16e1d8bbc347e2506ac55ef4105c7922a81015ba,Q73936275,Q73936275$1037AE55-B90E-44EB-8E23-76C390E0C787,normal,P2031,time,"{'value': {'time': '+2013-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",MOG Music,en,work period (start),en,2013,en
1358e640a78c5a6e43a39d8511a8e9f061aa839a,Q152707,Q152707$A49E276A-CB0E-433A-92E1-BF678C97BAF6,normal,P2031,time,"{'value': {'time': '+2000-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Rina Hidaka,en,work period (start),en,2000,en
fa3dbf3fc3baa365e9b90114a310f42b757d2809,Q24287194,Q24287194$7A6EF5A8-643D-4F25-8F88-F3156D934D31,normal,P1346,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 666969, 'id': 'Q666969'}, 'type': 'wikibase-entityid'}",2016–17 Polish Cup,en,winner,en,Arka Gdynia,en
74188de4f031ca41e7927959f818816dbdfc29af,Q99607134,Q99607134$AFA8CA17-AA5E-4033-8286-6C34CF51E4DA,normal,P31,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 7604686, 'id': 'Q7604686'}, 'type': 'wikibase-entityid'}",The Value Added Tax (Section 55A) (Specified Services and Excepted Supplies) Order 2016,en,instance of,en,UK Statutory Instrument,en
74188de4f031ca41e7927959f818816dbdfc29af,Q99607134,Q99607134$DC162B61-0C79-466A-B971-A4D58DB31BF7,normal,P1448,monolingualtext,"{'value': {'text': 'The Value Added Tax (Section 55A) (Specified Services and Excepted Supplies) Order 2016', 'language': 'en'}, 'type': 'monolingualtext'}",The Value Added Tax (Section 55A) (Specified Services and Excepted Supplies) Order 2016,en,official name,en,The Value Added Tax (Section 55A) (Specified Services and Excepted Supplies) Order 2016,en
74188de4f031ca41e7927959f818816dbdfc29af,Q99607134,Q99607134$B60CD025-96E2-4371-9AA0-22C665C1302D,normal,P1001,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}, 'type': 'wikibase-entityid'}",The Value Added Tax (Section 55A) (Specified Services and Excepted Supplies) Order 2016,en,applies to jurisdiction,en,United Kingdom,en
74188de4f031ca41e7927959f818816dbdfc29af,Q99607134,Q99607134$2818F414-8F79-4677-8D9F-AD9B7E977A4A,normal,P577,time,"{'value': {'time': '+2016-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",The Value Added Tax (Section 55A) (Specified Services and Excepted Supplies) Order 2016,en,publication date,en,2016,en
74188de4f031ca41e7927959f818816dbdfc29af,Q99607134,Q99607134$888C5051-B289-4AFD-BA46-1BACC37B44CF,normal,P1031,string,"{'value': 'SI 2016 No. 12', 'type': 'string'}",The Value Added Tax (Section 55A) (Specified Services and Excepted Supplies) Order 2016,en,legal citation of this text,en,SI 2016 No. 12,en
4b03e3a418714c354f5a2a3cb4fbdbf1fa5f8cdf,Q99650979,Q99650979$4A78EBEF-E2A0-4148-8B39-9D28E9352775,normal,P31,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 7604686, 'id': 'Q7604686'}, 'type': 'wikibase-entityid'}","The A500 Trunk Road (Talke Roundabout, Staffordshire) (Temporary Restriction and Prohibition of Traffic) Order 2014",en,instance of,en,UK Statutory Instrument,en
4b03e3a418714c354f5a2a3cb4fbdbf1fa5f8cdf,Q99650979,Q99650979$88C84BDE-9012-4425-B54A-3EF5A3B30A4C,normal,P1448,monolingualtext,"{'value': {'text': 'The A500 Trunk Road (Talke Roundabout, Staffordshire) (Temporary Restriction and Prohibition of Traffic) Order 2014', 'language': 'en'}, 'type': 'monolingualtext'}","The A500 Trunk Road (Talke Roundabout, Staffordshire) (Temporary Restriction and Prohibition of Traffic) Order 2014",en,official name,en,"The A500 Trunk Road (Talke Roundabout, Staffordshire) (Temporary Restriction and Prohibition of Traffic) Order 2014",en
4b03e3a418714c354f5a2a3cb4fbdbf1fa5f8cdf,Q99650979,Q99650979$66C8EA52-BE9C-464D-B975-5EDA14CBC87B,normal,P1001,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}, 'type': 'wikibase-entityid'}","The A500 Trunk Road (Talke Roundabout, Staffordshire) (Temporary Restriction and Prohibition of Traffic) Order 2014",en,applies to jurisdiction,en,United Kingdom,en
4b03e3a418714c354f5a2a3cb4fbdbf1fa5f8cdf,Q99650979,Q99650979$B8EEB49F-A6F6-494E-9851-B81F8B11595A,normal,P577,time,"{'value': {'time': '+2014-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}","The A500 Trunk Road (Talke Roundabout, Staffordshire) (Temporary Restriction and Prohibition of Traffic) Order 2014",en,publication date,en,2014,en
4b03e3a418714c354f5a2a3cb4fbdbf1fa5f8cdf,Q99650979,Q99650979$0CE64E61-90E0-43EB-8E12-3B9CE2728EA4,normal,P1031,string,"{'value': 'SI 2014 No. 3063', 'type': 'string'}","The A500 Trunk Road (Talke Roundabout, Staffordshire) (Temporary Restriction and Prohibition of Traffic) Order 2014",en,legal citation of this text,en,SI 2014 No. 3063,en
77340cf24c8ce0ad15b86f0b82d5aa79f539def4,Q99685323,Q99685323$FACA1CCA-19F4-4981-8E8C-D051436C887A,normal,P31,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 7604686, 'id': 'Q7604686'}, 'type': 'wikibase-entityid'}","The A428 Trunk Road (A1/B1428 Great North Road Roundabout, North of Wyboston, Bedfordshire to B1043 Barford Road Roundabout, St Neots, Cambridgeshire) (Temporary 40 Miles Per Hour Speed Restriction) Order 2011",en,instance of,en,UK Statutory Instrument,en
77340cf24c8ce0ad15b86f0b82d5aa79f539def4,Q99685323,Q99685323$FA318FAA-6354-4FF5-A0C5-A2B2A2981AC0,normal,P1448,monolingualtext,"{'value': {'text': 'The A428 Trunk Road (A1/B1428 Great North Road Roundabout, North of Wyboston, Bedfordshire to B1043 Barford Road Roundabout, St Neots, Cambridgeshire) (Temporary 40 Miles Per Hour Speed Restriction) Order 2011', 'language': 'en'}, 'type': 'monolingualtext'}","The A428 Trunk Road (A1/B1428 Great North Road Roundabout, North of Wyboston, Bedfordshire to B1043 Barford Road Roundabout, St Neots, Cambridgeshire) (Temporary 40 Miles Per Hour Speed Restriction) Order 2011",en,official name,en,"The A428 Trunk Road (A1/B1428 Great North Road Roundabout, North of Wyboston, Bedfordshire to B1043 Barford Road Roundabout, St Neots, Cambridgeshire) (Temporary 40 Miles Per Hour Speed Restriction) Order 2011",en
77340cf24c8ce0ad15b86f0b82d5aa79f539def4,Q99685323,Q99685323$3AE880C6-AA60-4124-968F-37AD72D6700B,normal,P1001,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}, 'type': 'wikibase-entityid'}","The A428 Trunk Road (A1/B1428 Great North Road Roundabout, North of Wyboston, Bedfordshire to B1043 Barford Road Roundabout, St Neots, Cambridgeshire) (Temporary 40 Miles Per Hour Speed Restriction) Order 2011",en,applies to jurisdiction,en,United Kingdom,en
77340cf24c8ce0ad15b86f0b82d5aa79f539def4,Q99685323,Q99685323$D9855DE7-2BF6-4C88-A832-31502A1CE94C,normal,P577,time,"{'value': {'time': '+2011-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}","The A428 Trunk Road (A1/B1428 Great North Road Roundabout, North of Wyboston, Bedfordshire to B1043 Barford Road Roundabout, St Neots, Cambridgeshire) (Temporary 40 Miles Per Hour Speed Restriction) Order 2011",en,publication date,en,2011,en
77340cf24c8ce0ad15b86f0b82d5aa79f539def4,Q99685323,Q99685323$E9A6AD36-A34F-4EC5-A285-6D50B23B8331,normal,P1031,string,"{'value': 'SI 2011 No. 574', 'type': 'string'}","The A428 Trunk Road (A1/B1428 Great North Road Roundabout, North of Wyboston, Bedfordshire to B1043 Barford Road Roundabout, St Neots, Cambridgeshire) (Temporary 40 Miles Per Hour Speed Restriction) Order 2011",en,legal citation of this text,en,SI 2011 No. 574,en
6d8ce4b1b011d51ea1ca4901fa8456909bc09413,Q99685431,Q99685431$1076C19A-A15B-418F-8553-6BBE75C41668,normal,P31,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 7604686, 'id': 'Q7604686'}, 'type': 'wikibase-entityid'}",The International Tax Enforcement (Grenada) Order 2011,en,instance of,en,UK Statutory Instrument,en
6d8ce4b1b011d51ea1ca4901fa8456909bc09413,Q99685431,Q99685431$30AE0A6C-B59D-44A8-BA21-4ACE10E21345,normal,P1448,monolingualtext,"{'value': {'text': 'The International Tax Enforcement (Grenada) Order 2011', 'language': 'en'}, 'type': 'monolingualtext'}",The International Tax Enforcement (Grenada) Order 2011,en,official name,en,The International Tax Enforcement (Grenada) Order 2011,en
6d8ce4b1b011d51ea1ca4901fa8456909bc09413,Q99685431,Q99685431$131E57C9-49B6-43C7-84FC-61426F1AF002,normal,P1001,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}, 'type': 'wikibase-entityid'}",The International Tax Enforcement (Grenada) Order 2011,en,applies to jurisdiction,en,United Kingdom,en
6d8ce4b1b011d51ea1ca4901fa8456909bc09413,Q99685431,Q99685431$FF2E8796-9881-44FD-AC35-306CE28D115D,normal,P577,time,"{'value': {'time': '+2011-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",The International Tax Enforcement (Grenada) Order 2011,en,publication date,en,2011,en
6d8ce4b1b011d51ea1ca4901fa8456909bc09413,Q99685431,Q99685431$78D8D3D6-5485-44D8-AD3B-7E0797E725F6,normal,P1031,string,"{'value': 'SI 2011 No. 1687', 'type': 'string'}",The International Tax Enforcement (Grenada) Order 2011,en,legal citation of this text,en,SI 2011 No. 1687,en
43e81f6c0b889597e32e9e83bb904df883a3599f,Q99606106,Q99606106$D10C770D-9ACD-4B99-A85F-2E208EA38A1B,normal,P31,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 7604686, 'id': 'Q7604686'}, 'type': 'wikibase-entityid'}",The Air Navigation (Restriction of Flying) (Corfe Mullen Dorset) (Emergency) Regulations 2016,en,instance of,en,UK Statutory Instrument,en
43e81f6c0b889597e32e9e83bb904df883a3599f,Q99606106,Q99606106$0B749C00-E29E-43FA-B796-A92D6DB3CAE5,normal,P1448,monolingualtext,"{'value': {'text': 'The Air Navigation (Restriction of Flying) (Corfe Mullen Dorset) (Emergency) Regulations 2016', 'language': 'en'}, 'type': 'monolingualtext'}",The Air Navigation (Restriction of Flying) (Corfe Mullen Dorset) (Emergency) Regulations 2016,en,official name,en,The Air Navigation (Restriction of Flying) (Corfe Mullen Dorset) (Emergency) Regulations 2016,en
43e81f6c0b889597e32e9e83bb904df883a3599f,Q99606106,Q99606106$03EBBDF8-0B68-45E1-8339-C6344ACB3902,normal,P1001,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}, 'type': 'wikibase-entityid'}",The Air Navigation (Restriction of Flying) (Corfe Mullen Dorset) (Emergency) Regulations 2016,en,applies to jurisdiction,en,United Kingdom,en
43e81f6c0b889597e32e9e83bb904df883a3599f,Q99606106,Q99606106$1E3767AC-1BBE-4E82-B21C-EE5F2342BB7A,normal,P577,time,"{'value': {'time': '+2016-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",The Air Navigation (Restriction of Flying) (Corfe Mullen Dorset) (Emergency) Regulations 2016,en,publication date,en,2016,en
43e81f6c0b889597e32e9e83bb904df883a3599f,Q99606106,Q99606106$1182D27E-2BAA-4525-BF96-8F4DABF7594C,normal,P1031,string,"{'value': 'SI 2016 No. 1148', 'type': 'string'}",The Air Navigation (Restriction of Flying) (Corfe Mullen Dorset) (Emergency) Regulations 2016,en,legal citation of this text,en,SI 2016 No. 1148,en
e19e5f6b9c8e0602736f7e4d1ed37477583e9fed,Q99607164,Q99607164$46D3EC83-9B4B-4026-9A04-245BCFDDD3D3,normal,P31,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 7604686, 'id': 'Q7604686'}, 'type': 'wikibase-entityid'}",The Wireless Telegraphy (Licence Charges) (Amendment) Regulations 2016,en,instance of,en,UK Statutory Instrument,en
e19e5f6b9c8e0602736f7e4d1ed37477583e9fed,Q99607164,Q99607164$106B14D1-7BAB-40DE-84F9-5292CE76087C,normal,P1448,monolingualtext,"{'value': {'text': 'The Wireless Telegraphy (Licence Charges) (Amendment) Regulations 2016', 'language': 'en'}, 'type': 'monolingualtext'}",The Wireless Telegraphy (Licence Charges) (Amendment) Regulations 2016,en,official name,en,The Wireless Telegraphy (Licence Charges) (Amendment) Regulations 2016,en
e19e5f6b9c8e0602736f7e4d1ed37477583e9fed,Q99607164,Q99607164$FB6AB94E-7EE9-456F-8746-888A8E3BC135,normal,P1001,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}, 'type': 'wikibase-entityid'}",The Wireless Telegraphy (Licence Charges) (Amendment) Regulations 2016,en,applies to jurisdiction,en,United Kingdom,en
e19e5f6b9c8e0602736f7e4d1ed37477583e9fed,Q99607164,Q99607164$0DCA86F0-7D49-43BD-81C0-EFDA822EC6A9,normal,P577,time,"{'value': {'time': '+2016-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",The Wireless Telegraphy (Licence Charges) (Amendment) Regulations 2016,en,publication date,en,2016,en
e19e5f6b9c8e0602736f7e4d1ed37477583e9fed,Q99607164,Q99607164$8D465D91-FCF6-46C8-82F8-8B50776E7A91,normal,P1031,string,"{'value': 'SI 2016 No. 643', 'type': 'string'}",The Wireless Telegraphy (Licence Charges) (Amendment) Regulations 2016,en,legal citation of this text,en,SI 2016 No. 643,en
6baf81e2508feb7166a733953d1e41c08f325201,Q99699410,Q99699410$AE897ECE-9A4F-480E-8005-548FDE2066FB,normal,P31,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 7604686, 'id': 'Q7604686'}, 'type': 'wikibase-entityid'}",The South Downs National Park Authority (Establishment) Order 2010,en,instance of,en,UK Statutory Instrument,en
6baf81e2508feb7166a733953d1e41c08f325201,Q99699410,Q99699410$84D1946C-DEE1-4EE5-8709-48D41EF80C8C,normal,P1448,monolingualtext,"{'value': {'text': 'The South Downs National Park Authority (Establishment) Order 2010', 'language': 'en'}, 'type': 'monolingualtext'}",The South Downs National Park Authority (Establishment) Order 2010,en,official name,en,The South Downs National Park Authority (Establishment) Order 2010,en
6baf81e2508feb7166a733953d1e41c08f325201,Q99699410,Q99699410$27251751-F22D-4D07-AB9C-80D4951B08F9,normal,P1001,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}, 'type': 'wikibase-entityid'}",The South Downs National Park Authority (Establishment) Order 2010,en,applies to jurisdiction,en,United Kingdom,en
6baf81e2508feb7166a733953d1e41c08f325201,Q99699410,Q99699410$09813909-8858-4FCD-B505-32B1E60D03D0,normal,P577,time,"{'value': {'time': '+2010-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",The South Downs National Park Authority (Establishment) Order 2010,en,publication date,en,2010,en
6baf81e2508feb7166a733953d1e41c08f325201,Q99699410,Q99699410$25A02114-B300-4BCE-8216-E120E9A0FE16,normal,P1031,string,"{'value': 'SI 2010 No. 497', 'type': 'string'}",The South Downs National Park Authority (Establishment) Order 2010,en,legal citation of this text,en,SI 2010 No. 497,en
11513fdd381730dfa38bf9fb5a724a129dc8480c,Q99686151,Q99686151$0A4DAFBA-702D-4CFF-9681-469085B52F3A,normal,P31,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 7604686, 'id': 'Q7604686'}, 'type': 'wikibase-entityid'}",The Proscribed Organisations (Name Changes) Order 2011,en,instance of,en,UK Statutory Instrument,en
11513fdd381730dfa38bf9fb5a724a129dc8480c,Q99686151,Q99686151$EA235E1E-C784-47E2-BCA1-AA0A74BB370F,normal,P1448,monolingualtext,"{'value': {'text': 'The Proscribed Organisations (Name Changes) Order 2011', 'language': 'en'}, 'type': 'monolingualtext'}",The Proscribed Organisations (Name Changes) Order 2011,en,official name,en,The Proscribed Organisations (Name Changes) Order 2011,en
11513fdd381730dfa38bf9fb5a724a129dc8480c,Q99686151,Q99686151$751951E2-E0D7-439A-8E8D-85CD5FC0D93D,normal,P1001,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}, 'type': 'wikibase-entityid'}",The Proscribed Organisations (Name Changes) Order 2011,en,applies to jurisdiction,en,United Kingdom,en
11513fdd381730dfa38bf9fb5a724a129dc8480c,Q99686151,Q99686151$4E1BDE62-B95E-4C12-92F2-192FB49E6449,normal,P577,time,"{'value': {'time': '+2011-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",The Proscribed Organisations (Name Changes) Order 2011,en,publication date,en,2011,en
11513fdd381730dfa38bf9fb5a724a129dc8480c,Q99686151,Q99686151$9896E719-8CF4-487E-81C2-75341086C593,normal,P1031,string,"{'value': 'SI 2011 No. 2688', 'type': 'string'}",The Proscribed Organisations (Name Changes) Order 2011,en,legal citation of this text,en,SI 2011 No. 2688,en
380800106ae2327aae1f592e8e97676a847d128b,Q99664425,Q99664425$D66D0FE4-B086-4C37-9234-3613EB578CF2,normal,P31,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 7604686, 'id': 'Q7604686'}, 'type': 'wikibase-entityid'}",The Court of Appeal (Recording and Broadcasting) Order 2013,en,instance of,en,UK Statutory Instrument,en
380800106ae2327aae1f592e8e97676a847d128b,Q99664425,Q99664425$FC3DA2DE-844A-47B0-B3BF-0175FAE1CFEF,normal,P1448,monolingualtext,"{'value': {'text': 'The Court of Appeal (Recording and Broadcasting) Order 2013', 'language': 'en'}, 'type': 'monolingualtext'}",The Court of Appeal (Recording and Broadcasting) Order 2013,en,official name,en,The Court of Appeal (Recording and Broadcasting) Order 2013,en
380800106ae2327aae1f592e8e97676a847d128b,Q99664425,Q99664425$4CE0495F-79C7-44DF-A41C-5BDB23785C44,normal,P1001,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}, 'type': 'wikibase-entityid'}",The Court of Appeal (Recording and Broadcasting) Order 2013,en,applies to jurisdiction,en,United Kingdom,en
380800106ae2327aae1f592e8e97676a847d128b,Q99664425,Q99664425$53F93136-A8CC-4D28-8DA0-43C5067F108D,normal,P577,time,"{'value': {'time': '+2013-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",The Court of Appeal (Recording and Broadcasting) Order 2013,en,publication date,en,2013,en
380800106ae2327aae1f592e8e97676a847d128b,Q99664425,Q99664425$C72F8BF8-757D-41D8-8159-11B8508A64F0,normal,P1031,string,"{'value': 'SI 2013 No. 2786', 'type': 'string'}",The Court of Appeal (Recording and Broadcasting) Order 2013,en,legal citation of this text,en,SI 2013 No. 2786,en
9d1e306b1e24b191b8f1c40cd29dd62e8e7b2ee2,Q99722003,Q99722003$55A1906C-54E9-4A9A-8798-D31B4A03F66F,normal,P31,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 7604686, 'id': 'Q7604686'}, 'type': 'wikibase-entityid'}",The Criminal Defence Service (Recovery of Defence Costs Orders) (Amendment) Regulations 2009,en,instance of,en,UK Statutory Instrument,en
9d1e306b1e24b191b8f1c40cd29dd62e8e7b2ee2,Q99722003,Q99722003$C9177611-EA15-48F6-8A2C-CFA305DB4479,normal,P1448,monolingualtext,"{'value': {'text': 'The Criminal Defence Service (Recovery of Defence Costs Orders) (Amendment) Regulations 2009', 'language': 'en'}, 'type': 'monolingualtext'}",The Criminal Defence Service (Recovery of Defence Costs Orders) (Amendment) Regulations 2009,en,official name,en,The Criminal Defence Service (Recovery of Defence Costs Orders) (Amendment) Regulations 2009,en
9d1e306b1e24b191b8f1c40cd29dd62e8e7b2ee2,Q99722003,Q99722003$6DED8928-F535-41DE-BCFC-9F6AAD493A9B,normal,P1001,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}, 'type': 'wikibase-entityid'}",The Criminal Defence Service (Recovery of Defence Costs Orders) (Amendment) Regulations 2009,en,applies to jurisdiction,en,United Kingdom,en
9d1e306b1e24b191b8f1c40cd29dd62e8e7b2ee2,Q99722003,Q99722003$BBADF9B0-4186-4DAE-B894-6C5AEC925222,normal,P577,time,"{'value': {'time': '+2009-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",The Criminal Defence Service (Recovery of Defence Costs Orders) (Amendment) Regulations 2009,en,publication date,en,2009,en
9d1e306b1e24b191b8f1c40cd29dd62e8e7b2ee2,Q99722003,Q99722003$447966EE-06E1-4F29-8F48-20892FE60EB0,normal,P1031,string,"{'value': 'SI 2009 No. 3352', 'type': 'string'}",The Criminal Defence Service (Recovery of Defence Costs Orders) (Amendment) Regulations 2009,en,legal citation of this text,en,SI 2009 No. 3352,en
11264543202af280c259b25f0f727838db6fc935,Q99606628,Q99606628$D7131CDF-4A82-45F9-AC28-DBB92E04CE61,normal,P31,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 7604686, 'id': 'Q7604686'}, 'type': 'wikibase-entityid'}",The Insolvency Proceedings (Fees) (Amendment) Order 2016,en,instance of,en,UK Statutory Instrument,en
11264543202af280c259b25f0f727838db6fc935,Q99606628,Q99606628$3C08A397-7468-4338-8F08-0B50C340AC5A,normal,P1448,monolingualtext,"{'value': {'text': 'The Insolvency Proceedings (Fees) (Amendment) Order 2016', 'language': 'en'}, 'type': 'monolingualtext'}",The Insolvency Proceedings (Fees) (Amendment) Order 2016,en,official name,en,The Insolvency Proceedings (Fees) (Amendment) Order 2016,en
11264543202af280c259b25f0f727838db6fc935,Q99606628,Q99606628$CEAF4C65-4D63-4D21-BACD-345AD1F85B10,normal,P1001,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}, 'type': 'wikibase-entityid'}",The Insolvency Proceedings (Fees) (Amendment) Order 2016,en,applies to jurisdiction,en,United Kingdom,en
11264543202af280c259b25f0f727838db6fc935,Q99606628,Q99606628$7A0207C3-4CE0-4E52-91AF-E159F50CE003,normal,P577,time,"{'value': {'time': '+2016-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",The Insolvency Proceedings (Fees) (Amendment) Order 2016,en,publication date,en,2016,en
